Original_Content,Preprocessed_Content
"satu bintang dulu, soalnya pas masuk ke applikasi sudah milih dokternya terus pemberitahuannya ""dokter titiktitik telah tersedia, silahkan hubungi"" pas masuk disuruh tekan ""beritahu saya ketika tersedia"" begitu² terus beberapa kali mengulang tetap jawabannya sama -____-",satu bintang dulu  soalnya pas masuk ke applikasi sudah milih dokternya terus pemberitahuannya  dokter titiktitik telah tersedia  silahkan hubungi  pas masuk disuruh tekan  beritahu saya ketika tersedia  begitu² terus beberapa kali mengulang tetap jawabannya sama       
Dana saya sudah sebulan tidak dikembalikan. Saya chat di aplikasi kata csnya sudah selesai dan harus konfirmasi ke bank. Saya datang ke bank tapi ternyata saya dibohongi oleh pihak halodoc. Dana saya yg katanya sudah selesai di refund ternyata belum. Saya mintai bukti refundnya malah saya disuruh nunggu katanya tim terkaitlah apalah.. Aplikasi mempersulit orang🤬,dana saya sudah sebulan tidak dikembalikan  saya chat di aplikasi kata csnya sudah selesai dan harus konfirmasi ke bank  saya datang ke bank tapi ternyata saya dibohongi oleh pihak halodoc  dana saya yg katanya sudah selesai di refund ternyata belum  saya mintai bukti refundnya malah saya disuruh nunggu katanya tim terkaitlah apalah   aplikasi mempersulit orang🤬
Beli susu dibatalin. Abis brgnya tp di aplikasi statusnya available. Uang nyangkut di apps. Maunya praktis jd rempong. Uang malah jadinya nyangkut di apps dan gak bs di tarik ke rekening. So bad servicenya,beli susu dibatalin  abis brgnya tp di aplikasi statusnya available  uang nyangkut di apps  maunya praktis jd rempong  uang malah jadinya nyangkut di apps dan gak bs di tarik ke rekening  so bad servicenya
"Sangat tidak membantu, pelayanan, dan kesigapan sangat amat buruk... Saya amat sangat kecewa, sangat mengecewakan. Bahkan pengecekan sudah 1 bulan tapi tetap tidak jelas. saran buat semua, jangan pernah top up di wallet halodoc. Karna gak jelas.....",sangat tidak membantu  pelayanan  dan kesigapan sangat amat buruk    saya amat sangat kecewa  sangat mengecewakan  bahkan pengecekan sudah   bulan tapi tetap tidak jelas  saran buat semua  jangan pernah top up di wallet halodoc  karna gak jelas     
Halodoc selalu bikin jengkel. Di aplikasi obat/item tertera ada tapi stok diapotik tidak ada. Driver gojeka selalu kena cancel karena alasan ini. Kasian udah jalan jauh2+antri pas nyampek malah dicancel.,halodoc selalu bikin jengkel  di aplikasi obat item tertera ada tapi stok diapotik tidak ada  driver gojeka selalu kena cancel karena alasan ini  kasian udah jalan jauh  antri pas nyampek malah dicancel 
"Aplikasinya sudah tidak bisa potong limit asuransi.. Kecewa saya.. Tidak seperti dulu awal2.. Jadi apa gunanya ada ""link asuransi"" tp tdk bisa memotong limit asuransi saya..",aplikasinya sudah tidak bisa potong limit asuransi   kecewa saya   tidak seperti dulu awal    jadi apa gunanya ada  link asuransi  tp tdk bisa memotong limit asuransi saya  
"Aplikasi ga guna , pesen 2x dikembalikan , ga ada info kalo barang bakalan di refund , dan juga waktu saya komplain alasannya bakalan di infokan ke pihak pengirim , tp buktinya apa ga ada koordinasi bahwa barangnnya bklan di kembalikan , pdhl itu obat bukan pakaian , dan juga untuk alamat udah saya instruksikan dengan baik tp masih ga mudeng . Ini bego nya CS nya atau gmana sih . Udah dilampirkan foto juga masak ga ngerti2 . Pelayanan buruk .",aplikasi ga guna   pesen  x dikembalikan   ga ada info kalo barang bakalan di refund   dan juga waktu saya komplain alasannya bakalan di infokan ke pihak pengirim   tp buktinya apa ga ada koordinasi bahwa barangnnya bklan di kembalikan   pdhl itu obat bukan pakaian   dan juga untuk alamat udah saya instruksikan dengan baik tp masih ga mudeng   ini bego nya cs nya atau gmana sih   udah dilampirkan foto juga masak ga ngerti    pelayanan buruk  
"Berdasarkan pengalaman aja ya, bukanya mudah akses obat padahal udah ada resep dokter tapi resepnya ga perna bisa diproses, intinya harus resep digital dari dokter terdaftar halodoc. Selain itu (ini yg paling ga jelas) ga bisa nglacak paketnya karna nomernya di xxx lah katanya barang udah dikirim trus udah 8 hari ga nyampe estimasi waktu tibanya juga di undur terus. Sangat kecewa si apalagi csnya responnya lambat zzzz -_",berdasarkan pengalaman aja ya  bukanya mudah akses obat padahal udah ada resep dokter tapi resepnya ga perna bisa diproses  intinya harus resep digital dari dokter terdaftar halodoc  selain itu  ini yg paling ga jelas  ga bisa nglacak paketnya karna nomernya di xxx lah katanya barang udah dikirim trus udah   hari ga nyampe estimasi waktu tibanya juga di undur terus  sangat kecewa si apalagi csnya responnya lambat zzzz   
"Menyedihkan. Belum Konsul udah di end duluan. Katanya toleransi keterlambatan 10 menit. Belum lagi gak bisa di refund. Notifikasi gak muncul. Reminder gak ada padah koneksi saya good full wifi. Jangan anggap remeh kalian sama uang 30k. Saya selalu pilih app ini dibandingkan sebelah. Giliran dibutuhkan sangat sangat mengecewakan. Ditambah admin mengeles kalau saya terlambat masuk 10 menit padahal saya ada bukti. Lucu kalian. ""Tenang ada halodoc"" bukan jargon yg pas. Kecewa yang ada. SANGAT KECEWA",menyedihkan  belum konsul udah di end duluan  katanya toleransi keterlambatan   menit  belum lagi gak bisa di refund  notifikasi gak muncul  reminder gak ada padah koneksi saya good full wifi  jangan anggap remeh kalian sama uang  k  saya selalu pilih app ini dibandingkan sebelah  giliran dibutuhkan sangat sangat mengecewakan  ditambah admin mengeles kalau saya terlambat masuk   menit padahal saya ada bukti  lucu kalian   tenang ada halodoc  bukan jargon yg pas  kecewa yang ada  sangat kecewa
"KAPOK. Dikasih obat lama yg mw exp 3bulan lg, padahal sy ga pake promo apapun, ini edisi perdana coba pesan dan ongkir jg mahal. Sy komplen minta obat exp panjang, katanya gpp kok itu masih layak dikonsumsi. Masalahnya sy perlu utk serangan alergi dan ini jarang terjadi, jadi tidak bisa disimpan obatnya, cm pake sekali langsung buang. mending beli langsung ke apotik, jelas kualitas obat. PARAH pelayanannya.",kapok  dikasih obat lama yg mw exp  bulan lg  padahal sy ga pake promo apapun  ini edisi perdana coba pesan dan ongkir jg mahal  sy komplen minta obat exp panjang  katanya gpp kok itu masih layak dikonsumsi  masalahnya sy perlu utk serangan alergi dan ini jarang terjadi  jadi tidak bisa disimpan obatnya  cm pake sekali langsung buang  mending beli langsung ke apotik  jelas kualitas obat  parah pelayanannya 
Jadi ribet dan menyebalkan aplikasi nya jadi tidak bisa bayar di tempat payment nya jadi banyak gaya isi saldo halo doc lah gopay lah pake kartu kredit/debit lah itu juga harus sebuttin no kartu dan identitas kartu ini itu yang penting mah bayar aja sistimnya dan saling bertemu disitu juga saat transaksi pembayaran,jadi ribet dan menyebalkan aplikasi nya jadi tidak bisa bayar di tempat payment nya jadi banyak gaya isi saldo halo doc lah gopay lah pake kartu kredit debit lah itu juga harus sebuttin no kartu dan identitas kartu ini itu yang penting mah bayar aja sistimnya dan saling bertemu disitu juga saat transaksi pembayaran
Tidak synergy antar aplikasi seperti gojek sehingga pelanggan yang ingin pesan di apotik yang sudah terlanjur bayar tidak dapat pesanan lama. Lumayan uang 100 ribu hanya di ampasin sama cs halodoc. Tolong tingkatkan lagi aplikasi agar berguna .,tidak synergy antar aplikasi seperti gojek sehingga pelanggan yang ingin pesan di apotik yang sudah terlanjur bayar tidak dapat pesanan lama  lumayan uang   ribu hanya di ampasin sama cs halodoc  tolong tingkatkan lagi aplikasi agar berguna  
"Tolong dibantu masalah saya ini.saya membeli obat seharga 1165.300. Awalnya terkonfirmasi.saya tinggal tidur karena proses barang 1-4 hari kerja. Namun pagi nya saya cek malah refund. Dan saldo saya masih tidak masuk ke rekening saya Ini sangat mengecewakan. Tolong dbantu keluhan sayaaa.. Karena chat ke cs lamaaaaa sekali respond nyaaa.. Di telfon juga selalu sibuk Saya hopeless saldo saya tidak bisa balik kalo gini cara nyaa..saya udah telfon pihak bca,tdk ada masalah di sistem bca nya.",tolong dibantu masalah saya ini saya membeli obat seharga      awalnya terkonfirmasi saya tinggal tidur karena proses barang     hari kerja  namun pagi nya saya cek malah refund  dan saldo saya masih tidak masuk ke rekening saya ini sangat mengecewakan  tolong dbantu keluhan sayaaa   karena chat ke cs lamaaaaa sekali respond nyaaa   di telfon juga selalu sibuk saya hopeless saldo saya tidak bisa balik kalo gini cara nyaa  saya udah telfon pihak bca tdk ada masalah di sistem bca nya 
"Teman saya meninggal gara-gara aplikasi ini lama loading dan ketika discrolling lemot sekali. Waktu itu tengah malam cuma bisa bergantung pada aplikasi ini. Dia panas sekali, sesak, kepala pusing. Keluar pun dekat kosan kami tidak ada apotek.",teman saya meninggal gara gara aplikasi ini lama loading dan ketika discrolling lemot sekali  waktu itu tengah malam cuma bisa bergantung pada aplikasi ini  dia panas sekali  sesak  kepala pusing  keluar pun dekat kosan kami tidak ada apotek 
Aplikasi jualannya ga update. Barang di display kelihatannya ready stock tp begitu check out semua tidak tersedia. Harusnya di display dikasih keterangan klo barang habis atau klo barang habis ga usah ditampilkan di display,aplikasi jualannya ga update  barang di display kelihatannya ready stock tp begitu check out semua tidak tersedia  harusnya di display dikasih keterangan klo barang habis atau klo barang habis ga usah ditampilkan di display
"Aplkasi yg dlunya nggk berbayar buat bertanya, kenapa skrg jadi berbayar ya... Sangat jelek skrg... 2 tahun lalu nggk begini dah... Skrg baru instal sangat mengecewakan sekali... Apa"" Harus bayar dulu... Njirrr gk rekomendasi nih apk skrg....",aplkasi yg dlunya nggk berbayar buat bertanya  kenapa skrg jadi berbayar ya    sangat jelek skrg      tahun lalu nggk begini dah    skrg baru instal sangat mengecewakan sekali    apa  harus bayar dulu    njirrr gk rekomendasi nih apk skrg    
"Kecewa berat, Saya pesan itu 1 strip dan sesuai gambar, yang datang cuma 1 biji, udah complain kirim video inboxing trus potonya juga, setelah kirim foto dan video ga di bales bales lagi, low respon, tidak ada tanggapan sama sekali,",kecewa berat  saya pesan itu   strip dan sesuai gambar  yang datang cuma   biji  udah complain kirim video inboxing trus potonya juga  setelah kirim foto dan video ga di bales bales lagi  low respon  tidak ada tanggapan sama sekali 
"baru pertama kali pakai aplikasi halodoc dikira bisa bantu beli obat malam2, ternyata aplikasinya ribet ketika bayar, pilih pembayaran pake cc sdh input nomor cc tapi malah keluar pesan total belanja harus diatas 10rb, padahal saya beli obat 20rb lebih... kagak membantu sama sekali!!!",baru pertama kali pakai aplikasi halodoc dikira bisa bantu beli obat malam   ternyata aplikasinya ribet ketika bayar  pilih pembayaran pake cc sdh input nomor cc tapi malah keluar pesan total belanja harus diatas  rb  padahal saya beli obat  rb lebih    kagak membantu sama sekali   
Sayang sekali aplikasi tidak menerbitkan e-receipt. Padahal sangat diperlukan utk keperluan reimbursement. AUTO UNINSTALL. Sudah hubungi CS boss. Tapi memang tidak mau menerbitkan e-receipt. Sayang kan uang saya gak kembali....,sayang sekali aplikasi tidak menerbitkan e receipt  padahal sangat diperlukan utk keperluan reimbursement  auto uninstall  sudah hubungi cs boss  tapi memang tidak mau menerbitkan e receipt  sayang kan uang saya gak kembali    
"Saya sudah bayar obat 1.039.900. saaldo saya sudah kepotong tapi tulisannya masih belum mebayar sampai waktunya habis. Sedangkan transaksi sudah berhasil. Saya memiliki bukti ss dan record. Syaa chat sc tapi tidak ada respon, tlpn cs slalu sibuk, email disuru tunggu. CS tidak ada respon sama sekali. Tolong kejelasan dan tindkaannya",saya sudah bayar obat        saaldo saya sudah kepotong tapi tulisannya masih belum mebayar sampai waktunya habis  sedangkan transaksi sudah berhasil  saya memiliki bukti ss dan record  syaa chat sc tapi tidak ada respon  tlpn cs slalu sibuk  email disuru tunggu  cs tidak ada respon sama sekali  tolong kejelasan dan tindkaannya
"sblmnya sy sangat terbantu sekali akan ada nya halodoc krna saat consult dokter sangat responsif, tp knp akhir akhir ini dokter sangat late response , 30 mnt saat sesi chat baru di response. tolong ditingkat kan lg pelayanannya , jgn krna free jd malas response. thanks",sblmnya sy sangat terbantu sekali akan ada nya halodoc krna saat consult dokter sangat responsif  tp knp akhir akhir ini dokter sangat late response     mnt saat sesi chat baru di response  tolong ditingkat kan lg pelayanannya   jgn krna free jd malas response  thanks
"aplikasi untuk pesan obat yabg tidak dapat digunakan, pesan obat tapi cart belanja yidak muncul. selalu balik lagi ke pencarian obat, hanya menghabiskan waktu.",aplikasi untuk pesan obat yabg tidak dapat digunakan  pesan obat tapi cart belanja yidak muncul  selalu balik lagi ke pencarian obat  hanya menghabiskan waktu 
"udah 2x konsul dihalodoc, udh payment proses (sy bayar pake kartu kredit) jd proses verifikasinya agak lama, begitu udh dpt notif dr cc dan payment udh diproses alias udh bayar, tiba2 dokter sibuk/offline lalu prosesnya lamaaaa banget sampe saya keluarin lagi. pas saya masuk apps lagi harus mulai dr awal lagi dan bayar lagi, padahal yg sebelumnya saya udh bayar dan pilih dokternya tp ga kesambung sama dokternya padahal di cc udh kepotong. Ini terjadi udh 2x. kayanya ga bakal pake ini lagi.",udah  x konsul dihalodoc  udh payment proses  sy bayar pake kartu kredit  jd proses verifikasinya agak lama  begitu udh dpt notif dr cc dan payment udh diproses alias udh bayar  tiba  dokter sibuk offline lalu prosesnya lamaaaa banget sampe saya keluarin lagi  pas saya masuk apps lagi harus mulai dr awal lagi dan bayar lagi  padahal yg sebelumnya saya udh bayar dan pilih dokternya tp ga kesambung sama dokternya padahal di cc udh kepotong  ini terjadi udh  x  kayanya ga bakal pake ini lagi 
"Metode pembayaran tidak baik, saya mengisi saldo wallet halodoc, tapi pembayaran jasa harus menggunakan gopay tidak bisa menggunakan saldo wallet halodoc.. serasa buang buang uang, harapannya bisa disinkronkan untuk metode pembayaran agar bisa seperti aplikasi lainnya, sehingga memudahkan dan praktis.. Saya kecewa",metode pembayaran tidak baik  saya mengisi saldo wallet halodoc  tapi pembayaran jasa harus menggunakan gopay tidak bisa menggunakan saldo wallet halodoc   serasa buang buang uang  harapannya bisa disinkronkan untuk metode pembayaran agar bisa seperti aplikasi lainnya  sehingga memudahkan dan praktis   saya kecewa
"Aplikasi yang SEHARUSNYA memudahkan customer, tetapi malah membuat ribet dan tidak efisien. Status janji bertemu masih saja menunggu konfirmasi. Padahal tidak ada kendala dari pihak lab, mereka siap untuk segera melakukan pengecekan. Respon CS lambat mau via email ataupun live chat, via telepon juga CS ga bisa memberikan masukan atau memberi jawaban yg tepat.",aplikasi yang seharusnya memudahkan customer  tetapi malah membuat ribet dan tidak efisien  status janji bertemu masih saja menunggu konfirmasi  padahal tidak ada kendala dari pihak lab  mereka siap untuk segera melakukan pengecekan  respon cs lambat mau via email ataupun live chat  via telepon juga cs ga bisa memberikan masukan atau memberi jawaban yg tepat 
makin ga bener saldo pembayaran menggunakan saldo wallet tapi pas driver datang tiba2 berubah bayar ditempat saya seperti dipermainkan jadi bayar dua kali cash dan saldo wallet. tlp call center juga ga jelas. jangan pada pakai aplikasi ini,makin ga bener saldo pembayaran menggunakan saldo wallet tapi pas driver datang tiba  berubah bayar ditempat saya seperti dipermainkan jadi bayar dua kali cash dan saldo wallet  tlp call center juga ga jelas  jangan pada pakai aplikasi ini
